id,title,price,description
1611087445,"2081 Sq.ft, Spacious 3 BHK, Church Gate Villas in Thrissur For Sale"," 93,09,726","10 Intelligent features of our Villas

   - Biometric Keyless Entry  Godrej Lock
   - Mobile Controlled Home Appliances using 
     KNX Technology
   - Remote Controlled Gates By CAME Italy
   - Video Door Phone by MOX Australia
   - CCTV Surveillance by Panasonic Japan
   - Google Home
   - Visitor Management System by MOX 
     Australia
   - Wi-fi 6 Connectivity
   - Sensor Lights
   - Voice Control by Thinknx

Luxury Residential Villas

Under Construction

Spacious 3 BHK, 2081 Sq.ft villas

Villa no: 12, Land: 6.92  Cent

Wide Plot and modern plan

2 Car Parking Space

Spacious Sitout 

Designer Living Room 

Big Full Glass Sliding Windows

Natural Light and Cross Ventilation

Bedrooms  Spacious Bedrooms with King size Bed 

Large rain showers in bathrooms with mixer taps to provide hot and cold water.

Garden and Landscape for Villa

Solar Panels

Eco Friendly Materials

Oxygen Friendly Plants

Indoor Air Quality

Villa Greenery

Rain Water Harvesting

Vasthu compliant

Villas near to ollur railway station

Best location in Thrissur

The villa plot is centrally located. We can access Thrissur round, NH 47 within minutes.

Close to the famous Perinchery Sacred Heart pilgrim center & Anakallu temple

A quiet peaceful green residential locality with no air or noise pollution.

RERA Approved: K-RERA/PRJ/326/2020, K-RERA/PRJ/271/2020

**Notice : The exact location of the villa project is at perinchery near to ollur town. As olx doesn't mention this place or any of the nearest towns, we are forced to list our project in Kuriachira location.**

Hurry up, booking started. Contact us for early booking."
1652027197,VIBHAV'S SAI PRASANNA APPRTMENTS AGANAMPUDI TO LANAKALPALEM," 46,24,000","VAIBHAVS 
                               SAI PRASANNA ENCLAVE
                               AGANAMPUDI 
                              LANAKALAPALEM                              
                              VISAKHAPATNAM
VERY CLOSE TO NATIONAL HIGHWAY 
SPECIFICATIONS : 
TOTAL BLOCKS : A & B
TOTAL FLATS : 80
 EACH BLOCK : 40 FLATS 
EACH FLOOR : 8 FLATS
AVAILABLE AREAS : 1050 SFT/EAST 
                                   : 1050 SFT /WEST
                                    : 1265 SFT/ESAT
                                     :1265 SFT WEST
                                     :1360 SFT/ESAT (2 FLATS )
                                     :1360 SFT/WEST(2 FLATS )
WATER FACILITY: 
                              :  Municipal water supply                   
                              : Ground water supply
                               :each bloack: 2 tankers 
                               : capacity: 200lakh lts foe each tank
                               : bore depth : 500 mtrs 
 LOAN FACILITY: UNION BANK LOAN AVAILABLE 
                            : WHITE PART : 2000 PER SFT
         EACH BLOACK : 2 LIFTS  & 2 STAI CASES
RERA ACT: As per REARA act 5 years maintinence only for outside building46
Sft cost : 3400sft
Facing charges: EAST facing 100 additional per sft
 Carpus fund: 30 sft
  ADDITIONAL CHARGES: 1,50,000/- (CAR PARKING & LIFT) 
  REGISTRATION CHARGES : As per Govt norms 
Further details 

Please contact 

SRI SAI ESTATES AND INFRA MANAGEMENT"
1649355315,SHWETA HEIGHTS- SUPREME RESIDENCES FOR MODERN LIFESTYLE," 59,66,000","FITNESS CENTER 
ROOFTOP GARDEN 
INDOOR GAMES 
AMPLE PARKING
WIDE COVERED TERRACE OF 6FT 
RAIN WATER HARVESTING FACILITY 
INTERCOM FACILITY 
CCTV CAMERA
MODULAR KITCHEN"
1644803767,HIBISCUS HEIGHT," 61,00,000","NEARBY RAMDEV PARK 
SPACIOUS / WELL MAINTAINED FLAT"
1644801098,JP NORTH ELLORA," 68,00,000","1 BHK SPACIOUS FLAT 
WELL MAINTAINED SOCIETY 
NEARBY GCC CLUB"
1648696532,1 bhk available in sanpada," 18,00,000","Very near to station, school & hospital & garden. Plse note that there is no lift in building & parking is on the road (common) parking. 3rd floor out of 4th floor. All amenities available in the room"
1648696324,3BHK in malad west," 45,00,000","3BHK Apartment for sale in Malad West, Mumbai with modern-day amenities. The Apartment is in Malad West which is a promising investment destination in Mumbai. This might be your chance to grab the best 3 BHK property for sale in Malad West. The property is on floor 5 and the total number of floors is 8. Residents also need to pay maintenance charges of Rs 4500. It is a very spacious property, spread over 1424 Square feet. The built-up area is 1780 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Bombay Hospital & Medical Research Centre, Dr Mahima Jain - Best Dermatologist, Cosmetologist, Trichologist & Plastic Surgeon in Mumbai, and Dr Sandeep Jain. The city's best schools like Childrens Academy Group Of Schools, Treehouse Nursery School, and J Kumar International School are also near this housing project"
1648696017,1 bhk available in Andheri west," 25,00,000","sale in Andheri West at this price is next to impossible, now you can buy it without paying brokerage too. This West facing home is on the . this home is an ideal place to live in. If you need amenities such as security & lift you'll be happy to note that this home has this & more."
1648695281,2BHK in khar west," 59,00,000","Available 2BHK in Aroma residency CHS LTD in khar west 

Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.

Khar west is a prime area, with many attractions work and recreational options just a drive away."
1648695044,1 bhk available in ulwe," 14,00,000","Ulwe is a very good location. It is near to Schools, Colleges and Ramsheth Thakur Stadium. It is well connected to Bamandongri and Kharkhopar Railway Station."
1653133574,Own Your Signature Address In Ottapalam Villas For Sale," 40,00,000","Call or whats app 97897 .. 52052

In Ottapalam town,

Affordable Budget House For Sale In Ottapalam

Easy Access to cherpullaserry Road

Close To Amrutha vidyalaya

3.5km from railway Station

Materials Used:

Balcony Floor Tile-Ceramic Anti Skid Tile

Kitchen Table Top-Granite Slab

Wiring Branded V-Guard/Havells

Only Few Left!!

GET SOON!"
1644744534,1bhk for sale in Donum Die Semi furnished near Kanakiya Police Station," 64,00,000","Donum Die is project near Kanakiya Police Station. It's 4 wing complex with excellent location. It's spacious 1bhk flat with good carpet area.

For more information contact A & Y Realty."
1649846288,2bhk for sale in Medatiya Raviraj Semi Furnished 3 year old W/OC," 78,00,000","Medatiya Raviraj is project by Medatiya Builders & Developers. This project is 3 year old building with semi furnished flat.

For more information contact A & Y Realty"
1649844770,New 3 bhk 4.5 cent 1600 sqft posh house for sale.," 55,00,000","Home loan and NRI loan available.
Our complete assistance in loans.

Ready to move with complete features.
Good residential area.

Location in Varapuzha Kottuvally.


3 bedroom attached.
1 common
4.500 cent plot area.
1625sqft buildup area.

Price negotiable

Easy access to Edapally Aluva Ernakulam North Paravur Kalamassery etc.

Site visit with minimum 5-6 properties of your requirements.

For more details please contact 9072403602."
1653133534,3 BHK FLAT FOR SALE OF FRONT VIEW," 75,00,000","3 BHK FLAT FOR SALE IN 
YASH GREEN 
SIDDHARTHA ESTATE
ROCK VALLEY
SOLITARE AVENUE"
1637535472,HOUSE FOR SALE," 8,00,000",INFRONT OF HOUSE DAMBER ROAD USE FOR COMMERCIAL IF BUILD SHOPS
1653133474,2bhk new tower rajaji path with steel parking 82 lakh.," 82,00,000",Flat for sale new tower total 10 floor tower lift parking with steel and 5 min stn.
1653133473,Individual house," 60,00,000","Individual house
Plot area 1320 sqft
Built up area 2650 sqft
Ground floor 2bhk
1st floor 1bhk + 2rooms
Semi furnished 
200 meters from main road
Near santoshi nagar chowk"
1632901575,"Semi-Furnished 2 BHK Apartment in Panchasayar, New Garia Metro Station"," 53,00,000","An attractive semi-furnished 2 BHK apartment in Panchasayar, South Kolkata, is available, that defines class and taste.


Basic Details :

This  brand new  unused apartment is a semi-furnished unit with a super built-up area of 875 sq. ft. It is located in a newly constructed building (gated society) situated at a peaceful and urban neighbourhood of Panchasayar, near New Garia Metro Station and E. M. Bypass.

In addition to that, you also get the convenience of your own covered car parking spot with an area of 135 sq. ft.


Furnishings :

Immaculately designed interiors in contemporary style, this semi-furnished apartment comes with  all new  furniture items (10), collapsible gate, balcony box grill, window box grill, wall colors, curtains, lighting, false ceiling (3), decoration, etc. The apartment bestows luxury and quality, fitted with branded items like, Jaquar bath fittings, Kajaria vitrified tiles, Crabtree electricals, Philips lighting, Asian Paints Royale Play wall colors and much more.


Amenities :

This beautiful designed (G+3) building boasts of ample amenities advantage. The amenities include multiple CCTV Cameras, Lift, Intercom, Security Personnel, Maintenance Staff, Iron Removal Plant, 24*7 Water Supply, Water Storage, Waste Disposal, Visitors Parking, etc.

The property is under Ward No. 109 of Kolkata Municipal Corporation (KMC) and gets electricity supply from CESC.

The apartment is Feng Shui / Vaastu Compliant.


Location :

The prime location provides residents with access to the very best that this city has to offer. The property is located beside 1B Bus Stand, adjacent to 40 ft. main road which makes it highly accessible to all basic amenities.

- Close to Ambuja Upohar - The Condoville
- Close to New Garia Metro Station (Kavi Subhash)
- Close to New Garia Railway Station
- Close to New Garia Bus Stand
- Close to Netaji Subhas Chandra Bose Cancer Hospital
- Close to Peerless Hospital and R. N. Tagore Hospital
- Close to E. M. Bypass (Less than 2 Kms)
- Major Banks and ATMs within proximity
- Several schools within a close radius
- Easy access to public transport


Wait no more and schedule a tour today.

For more details, kindly contact the owner."
1650760584,MODULAR kitchen with loan FACILITY call NOW," 15,23,588",MODULAR kitchen with loan FACILITY call NOW
1630796527,House for sale at Chottanikkara," 35,00,000","House for sale at Chottanikkara 

Exact  location,Thiruvaniyur, near to OEN and Global public school 

Land area 5 cents 
1550 square feet
14 years old, newly renovated 
4 bedroom with attached bathroom 

Price 35 Lakhs 

Our service charge 1% of the sale price"
1637658834,1000SFT 2BHK PROPOSED HOUSE 150 YDS  AVAILABLE IN GATED 7KMS FROM ECIL," 60,50,000","150 YDS

1000 sft

2bhk

west facing

In Dammaiguda Municipality

LOCATION HIGHLIGHTS:-

1) Compound Wall around the Venture

2) C C Roads

3) Round the Clock Security

4) 24 Hours water & Electricity

5) Under Ground Drainage System

6) Avenue Plantation

7) Children's Play Area

8) Super Market

LOCATION HIGHLIGHTS:

1) 7 Kms From Ecil,

2) 5 Km Distance To Cherlapally Railway Station,

3) 2 Kms To Infosys

4) 4 Kms to Arogya Vanam 100 Acres Park

5) 0.5 Kms to ORR

NEAR BY HIGH LIGHTS:

1) Loan Approved Project From Nationalized Banks & Gic 80% On Offer Price

2) Near To Raquel Ford International School, Jubilee Hills Public School, St Andrews School

3) Near To More & Ushodaya Super Market, Vishal & Dmart

4) Very Close To The Aditya Multi Specialty Hospitals, Vijaya & Sudha Hospitals

5) 10 Minits Drive To Pocharam Infosys And It Corridor

6) With In The Orr Keesara & Gathkesar, With Ghmc Limits

7) CLUB HOUSE & GYM

NOTE :

10% AMENITIES CHARGES EXTRA"
1653131599,First floor sale karna hai," 4,85,000",First floor sale karna hai
1653131587,Sell house," 37,00,000",25x45feet=5marla house
1643124361,2bhk New Flat Ramnagar Near Tip Top sweets 1.25 cr.," 1,25,00,000",Flat sale road facing flat new tower good area lift parking and 2 min stn.
1653131574,2BHK+ STORE ROOM FLATS FOR SALE PARK FACING MOHALI," 26,90,000",CALL OR WHATSAPP FOR MORE DETAILS
1653131551,Reasonable rate Bangalore will be given to any caste," 55,00,000",Bangalore will be given to any caste
1645914463,2bhk west facing flat for sale at marripalem," 67,00,000","2bhk flat west facing 1015sft flat for sale at marripalem.we provide good amenities like car parking,lift,generator. Branded  wood work. Near schools,colleges,super markets and hospitals."
1625116450,2BHK NEW FLAT RAJAJI PATH SARVODAYA TOWER 75 LAKH.," 75,00,000",Flat sale new side rajaji path 7 min station lift parking .
1653131448,1bhk (40sq yards) all daily needs nearby new built loan 90%," 14,65,000","1BHK Front side road facing flat at 14.65 Lacs on 20 Ft Road at Uttam Nagar, Delhi
with Bike Parking
1 BHK Flat 
1 Bedrooms
1 Bathrooms
1 Balcony
1 Drawing Hall
1 Modular kitchen
1 Bike parking
Loan facility
Intercom and automatic locking system
Bank loan upto 90%
PMAY Subsidy upto 3.5 lacs conditional
Just 5 minutes from uttam nagar West metro station or just 800 to 900m

Other Flats are also available in Uttam Nagar
1RK  6 Lacs to 8 Lacs
1BHK- 12 Lacs to 18 Lacs
2BHK- 17 Lacs to 25 Lacs
3BHK- 28 Lacs to 40 Lacs
4BHK- 44 Lacs to 60 Lacs"
1649955940,Ready to move new flat prem nagar kanpur," 36,00,000",Full furnished furniture  modler kitchen new paints full window and door paneling  full fall seelig p.o.p with seelig light
1652632887,10.5 Lac      || 85% Loan Available," 10,50,000","10.5 Lac      || Independent house single storey. 41sqyards in Gated Society. 2 Parks and Temple.
Near Wave City
200+ families already residing.
Posession in 3 months"
1653106129,House for sale. In vaakayil road," 70,00,000",Double storied 5 years old house. Near galeele chiyaram well main tend in aposh area 500 mtr from N. H. Well.water. 8.cents of land
1653133960,Wanowrie 2bhk 50lac 950sqft," 50,00,000","Wanowrie 2bhk 50lac 950sqft 
50lac nego. covered parking , all basic amenities , semifurnished flat."
1653131417,House For Sale," 60,00,000",House is on Main Road Behind Macca Masjid
1647979396,EastFort - 1087 Sq ft.  2 BHK Flat," 50,00,000","Website: samagraproperties com

No Brokerage, Zero Commission & No any Other Charges.
Only Registration Fee -Rs.2500+GST.

Location : 100 Meters From Ikkanda Warrior  Road.
Landmark: Near Jubilee  Missionhospital.

Floor No.: 5th Floor
Total No. of Floors :10
No of lifts :2
Generator Back up: Available
Security Personal : 1
Waste disposal : Available
No. of Parking : 1  

For more details:
Samagra Properties, 3rd Floor, Prasad Arcade Patturaikkal, Thrissur - 22.

Registration Number: KRERA/AG/0077/2021.

We give legal & financial documents assistance for easy availability of home loans from leading banks with minimal interest rates.

(2215)"
1653131354,House for sale 2 floors," 45,00,000",House is selling
1653131345,"A STRIKING NEW 3BED ROOM 1500SQ FT 5CENTS HOUSE IN KALATHODE,TSR"," 62,00,000","Property Features: A ready possession new 3 bedroom HOUSE  having 1500 Sq.Ft, available close to bus route at KALATHODE, Thrissur. This HOUSE  is designed in modern 3 BHK, newly posh prosperous HOUSE  for Sale at KALATHODE, Thrissur, consists of generous living, Dining, Kitchen cabinets, Kitchen platform counter top and stainless steel sink with single bowl and drain board, wardrobes, 3 baths, 1common bathroom, generous Balconies, wide work area, Superior quality vitrified tile flooring, Plastic emulsion paint for wall and ceiling, solid bricks used for construction, AC provision in all bedrooms, Provision for Geyser, good sanitary fittings, Three phase power supply or controlled by ELCB and MCB, Elegant switches, Ample car parking facility,SurroundeD, tar road frontage,Unlimited natural water supply through the internal pipeline from the open well, A host of interesting facilities ensure one gets to experience a superlative life style.

Facilities:* 7 KM FROMThrissur.
Places in Vicinity: Schools& Colleges, Bank & ATMs, Worship places of all religions, Auditorium etc.

Expecting Rate; 62 LACKH (Negotiable). 

We arrange Home loans facilities. If you interested & to get more details of this property, kindly contact DREAM PROPERTIES.790       72670,32"
1652492564,3 BHK JDA APPROVED LUXURY VILLA NEAR AMBE HOSPITAL," 34,00,000","JDA APPROVED
90% LONABEL
SUBSIDY 2.67 LACS
WATER/ SEWERAGE
ONLY 34 LACS 
NEW CONSTRUCTION
SPACIOUS VILLA 
Some sample photos also edited in this post 
ONLY 100 METER FROM ROAD"
1653133809,New projects for sale at Sangan under construction within 2 years," 65,00,000",3bhk and 2bhk flat for sale at Sangam center of heart of city road touch flat with all amenities best investment and good returns and location with all best price 2bhk start from 43lakh+++ & 3bhk start from 58lakh+++
1653133748,50 sqr. Yard 2 bhk near by uttam Nagar west metro station 90% loan," 15,90,000","2BHK flat at 15.9  Lacs on 20 Ft Road at Uttam Nagar, Delhi
with bike Parking
2 BHK Flat 
2 Bedrooms
1 Bathrooms
1 Balcony
1 Drawing Hall
1 Modular kitchen
1 bike parking
Loan facility
Intercom and automatic locking system
Bank loan upto 90%
PMAY Subsidy upto 3.5 lacs conditional
Just 5 minutes from uttam nagar West metro station or just 800 to 900m
Other Flats are also available in Uttam Nagar
1RK  6 Lacs to 8 Lacs
1BHK- 12 Lacs to 18 Lacs
2BHK- 17 Lacs to 25 Lacs
3BHK- 28 Lacs to 40 Lacs
4BHK- 44 Lacs to 60 Lacs"
1652493974,New budget house," 57,00,000","New house
3.25 cent"
1652027226,Aluva Air Port anthani 5 600 ct 1600sft 3bhk 60 lk," 60,00,000","Aluva Air Port anthani jn 2km from busstop
No flood effect area well residence area
Villa project 4 5 MTR road frontage
5 600 ct 1600 sft 3bhk attached new house 60 lk
Price negotiable
6km from Aluva metro station
6km from Air Port
6km Angamaly town"
1597729361,3 Bhk Flat 1st Floor Rs. 31 Lac Sumer Nagar Mansarovar Jaipur," 31,00,000",JDA Approved 3 Bhk Flat at 1st Floor in Rs. 31 Lac Sumer Nagar Mansarovar Jaipur.
1652495390,"2bhk flat With free pop, located close to outer ring road"," 55,00,001","Joyful Living for serene lifestyle, 2BHK Residential Apartment located Beside Manyata Tech park. Close to outer ring road

Amenities : Covered car park space, Rain Water Harvesting, CCTV Camera, 24/7 Security & Water supply, Intercom, Generator Power Backup for Flat & Common Areas,1 Lifts, Etc"
1652494182,BUILDER FLOOR 3 bhk for sale new flat with lift," 32,01,252","3 bhk with lift car parking near metro front road 30 feet modular kitchen with chimney

100% loan facility"
1652491949,JDA APPROVED LUXURY VILLA AT VAISHALI NAGAR NEAR RANGOLI GARDENS," 70,00,000","JDA APPROVED 
LONABLE 90% 
Subsidy 2.67 lacs
Water sewerage
Luxury villa 
A class construction
Jaguar fitings
Only 1 km away from by pas puliya"
1652491446,House near piwdikonam 4bhk sreekaryam," 70,00,000","New house near powdikonm
4bhk house
Rate is slightly negotiable"
1652491124,New house near santhipuram chenkottukonam #&&," 72,00,000","House near santhipuram
4.5 cebt road side"
1652493526,2bhk spacious 1215 sq.ft beside Manyata tech park," 63,00,000","Joyful Living for serene lifestyle, 2BHK Residential Apartment located Beside Manyata Tech park. Close to outer ring road

Amenities : Covered car park space, Rain Water Harvesting, CCTV Camera, 24/7 Security & Water supply, Intercom, Generator Power Backup for Flat & Common Areas,1 Lifts,  Etc"
1652495125,MOOSAPET APARTMENTS," 72,00,000","FLATS Y JUNCTION NEAR KUKATPALLY 
MAIN ROAD FACING PROJECT 
8 MONTHS HANDOVER
6200 PER SFT EMINITIES 4 LAKHS
EAST & NORTH FACES AVAILABLE 

FOR MORE DETAILS CONTACT US"
1651637442,"Flat for Sale 3BHK 85L, LB Nagar Metro 2KM, ready to move kharmanghat"," 85,00,000","Starting 85L for 3 BHK 1516 SFT, Karmanghat

LB Nagar Metro Station 2 KM & 100 feet Sagar X Road - 20 meters

Very near to Shopping Malls, Hospitals , Pharmacies , Schools, Colleges and Banks

Posession in 1 to 2 months.

RERA & GHMC Approved

Life is Beautiful, 2609 yards of blissful living designed for you

Connectivity & Conveyance

Safety & Security

Environment & Lifestyle

When everything you desire is yours to own.

Flats for Sale, Karmanghat, Hyderabad

Semi Gated Community

Amenities

Multi Purpose Function Hall

GYM

Car Parking

Elevator

Generator

Landscaping

Surveillance Cameras

Children's Play Area"
1630219872,Tycoon 2bhk flat kalyan west," 70,00,000","The Apartment are of the following configurations: 1BHK and 2BHK

The size of the Apartment ranges in between 40.32 Sq. mt and 75.25 Sq. mt"
1651868082,Apartment in kozhikode bypass for Rent/Sale/Daily Rent," 16,000","Brand new building.Property is located near to Hi-lite mall. Also inviting clients looking for staff accommodation.
Very close to metro and matria hospital. 
note: price given is for rental per apartment."
1650949129,Pala ponkunnam route 6 cent 3 bed open well Loan available," 38,00,000",Pala ponkunnam route 6 cent 3 bed open genuine byrs only
1652029126,Resale : 3 BHK Duplex at Diwalipura," 75,00,000","4 BHK Duplex in Diwalipura 
Ground Floor + 1 Building, 3 Bed Rooms, 3 Bath Rooms, 02- Balcony, Hall, kitchen,Dinning Area . Plot  Area  1200 Sq.Ft,  and  Built up area  1400 sq.ft.,Building Construction Year  10+ yrs, Fix Furniture, Safety Grill, Simple Flooring . Parking Available"
1649353848,3 Bhk builder floor available in Uttam Nagar with 90 % bank loan," 32,00,000","This property is located in Uttam Nagar
At 32 lacs
75 sq yards
With Bike Parking
With all major facilities like:
False ceiling, 
modular kitchen with chimey, 
RO is available
Metro connectivity



Loan facility is available. With upto 90% loan 
PMAY Benefit also available with this flat"
1648699686,Furnished Ready to Move Flat in 19.88 Lacs At Mohali," 19,88,000","      LUXURY         19.50  
  2BHK  Gated Society.
*STOP_RENT_BE_OWNER*
90%  100% Home Loan Available
#Including Facilities
* Fail Ceiling with LED lights
* Modular Kitchen
* Cub Boards with Roof Height
* Double bed
* R.O
* Safe Zone For Kids
* Fall Ceiling
* Chimney
* Wallpaper
* Wails Highlighted Tiles
* Adjoining Facilities Available Like Near By Malls, School, College, Restaurant Etc.

DIRECT CALL FOR MORE INFORMATION."
1647189906,"New House For Sale ,10.5 Cent ,Pala ,Thodupuzha Road."," 70,00,000"," , 
  
  .

* , .
*  
400  .
*   
  . 
10.5 cent ,
1600  Sqft .
  .
3 Bedrooms Attached.
Price : 70 Lakh Negotiable.
Beautiful Residential Area.
* , .
*    .
*   .
*     
 MEENACHIL HOMES     ,SUBSCRIBE .
* DETAILS     CALL ."
1624336760,Laxurious flat for sale- no car parking," 55,00,000","No car parking , very spacious and well maintained flat for sale"
1651371243,2bhk ready to move flat in uttam nagar," 23,00,000","2bhk ready to move flat
In rama park
Near to dwarka mor metro station 
*Luxurious bedroom with proper 
 ventilation 
*Modular kitchen
 Front side balcony
*lift and carparking 
*90 % home loan facilities"
1643298871,2Bhk bike parking 50gaj home loan by bank Loan upto 90%," 21,55,000","2 Bedrooms 2 Bathrooms1 Balcony

1 Modular kitchen

Loan facility

Intercom and automatic locking systemBank loan upto 90%PMAY Subsidy upto 3.5 lacs conditionalJust 5 minutes from uttam nagar west metro station or just 800 to 900mOther Flats are also available in Uttam Nagar1RK  6 Lacs"
1642794452,front side balcony 2BHk LIFT Nice location cal me today," 25,75,000","1BHK- 14 Lacs to 18 Lacs

2BHK- 19 Lacs to 25 Lacs

3BHK- 310Lacs to 40 Lacs

4BHK- 65 Lacs to 75 Lacs"
