url,title,best_answer_1,best_answer_2,best_answer_3
https://stackoverflow.com/questions/1187518/how-to-get-the-difference-between-two-arrays-in-javascript,How to get the difference between two arrays in JavaScript?,"b'<p>There is a better way using ES7:</p>\n<hr/>\n<p><strong>Intersection</strong></p>\n<pre><code> let intersection = arr1.filter(x =&gt; arr2.includes(x));\n</code></pre>\n<p><a href=https://i.stack.imgur.com/uasoX.png rel=noreferrer><img alt=Intersection difference Venn Diagram src=https://i.stack.imgur.com/uasoX.png/></a></p>\n<p>For <code>[1,2,3] [2,3]</code> it will yield <code>[2,3]</code>. On the other hand, for <code>[1,2,3] [2,3,5]</code> will return the same thing.</p>\n<hr/>\n<p><strong>Difference</strong></p>\n<pre><code>let difference = arr1.filter(x =&gt; !arr2.includes(x));\n</code></pre>\n<p><a href=https://i.stack.imgur.com/mEtro.png rel=noreferrer><img alt=Right difference Venn Diagram src=https://i.stack.imgur.com/mEtro.png/></a></p>\n<p>For <code>[1,2,3] [2,3]</code> it will yield <code>[1]</code>. On the other hand, for <code>[1,2,3] [2,3,5]</code> will return the same thing.</p>\n<hr/>\n<p>For a <strong>symmetric difference</strong>, you can do:</p>\n<pre><code>let difference = arr1\n                 .filter(x =&gt; !arr2.includes(x))\n                 .concat(arr2.filter(x =&gt; !arr1.includes(x)));\n</code></pre>\n<p><a href=https://i.stack.imgur.com/zb1hW.png rel=noreferrer><img alt=Symmetric difference Venn Diagram src=https://i.stack.imgur.com/zb1hW.png/></a></p>\n<p>This way, you will get an array containing all the elements of arr1 that are not in arr2 and vice-versa</p>\n<p>As @Joshaven Potter pointed out on his answer, you can add this to Array.prototype so it can be used like this:</p>\n<pre><code>Array.prototype.diff = function(arr2) { return this.filter(x =&gt; !arr2.includes(x)); }\n[1, 2, 3].diff([2, 3])\n</code></pre>'","b'<p></p><div class=snippet data-babel=false data-console=true data-hide=false data-lang=js>\n<div class=snippet-code>\n<pre class=snippet-code-js lang-js prettyprint-override><code>Array.prototype.diff = function(a) {\n    return this.filter(function(i) {return a.indexOf(i) &lt; 0;});\n};\n\n//////////////\n// Examples //\n//////////////\n\nconst dif1 = [1,2,3,4,5,6].diff( [3,4,5] );  \nconsole.log(dif1); // =&gt; [1, 2, 6]\n\n\nconst dif2 = [test1, test2,test3,test4,test5,test6].diff([test1,test2,test3,test4]);  \nconsole.log(dif2); // =&gt; [test5, test6]</code></pre>\n</div>\n</div>\n<p><strong>Note</strong> <code>.indexOf()</code> and <code>.filter()</code> are not available before IE9.</p>'","b'<p>This answer was written in 2009, so it is a bit outdated, also its rather educational for understanding the problem. Best solution Id use today would be</p>\n<pre><code>let difference = arr1.filter(x =&gt; !arr2.includes(x));\n</code></pre>\n<p>(credits to other author here)</p>\n<p>I assume you are comparing a normal array. If not, you need to change the <em>for</em> loop to a <em>for .. in</em> loop.</p>\n<p></p><div class=snippet data-babel=false data-console=true data-hide=false data-lang=js>\n<div class=snippet-code>\n<pre class=snippet-code-js lang-js prettyprint-override><code>function arr_diff (a1, a2) {\n\n    var a = [], diff = [];\n\n    for (var i = 0; i &lt; a1.length; i++) {\n        a[a1[i]] = true;\n    }\n\n    for (var i = 0; i &lt; a2.length; i++) {\n        if (a[a2[i]]) {\n            delete a[a2[i]];\n        } else {\n            a[a2[i]] = true;\n        }\n    }\n\n    for (var k in a) {\n        diff.push(k);\n    }\n\n    return diff;\n}\n\nconsole.log(arr_diff([a, b], [a, b, c, d]));\nconsole.log(arr_diff(abcd, abcde));\nconsole.log(arr_diff(zxc, zxc));</code></pre>\n</div>\n</div>'"
https://stackoverflow.com/questions/31044/is-there-an-exists-function-for-jquery,javascript - Is there an exists function for jQuery?,"b'<p>In JavaScript, everything is truthy or falsy, and for numbers <code>0</code> means <code>false</code>, everything else <code>true</code>. So you could write:</p>\n<pre><code>if ($(selector).length)\n</code></pre>\n<p>You dont need that <code>&gt;0</code> part.</p>'",b'<p>Yes!</p>\n<pre><code>jQuery.fn.exists = function(){ return this.length &gt; 0; }\n\nif ($(selector).exists()) {\n    // Do something\n}\n</code></pre>\n<p>This is in response to: <a href=http://herdingcode.com/?p=36 rel=noreferrer>Herding Code podcast with Jeff Atwood</a></p>',"b'<p>If you used</p>\n<pre><code>jQuery.fn.exists = function(){return ($(this).length &gt; 0);}\nif ($(selector).exists()) { }\n</code></pre>\n<p>you would imply that chaining was possible when it is not.</p>\n<p>This would be better:</p>\n<pre><code>jQuery.exists = function(selector) {return ($(selector).length &gt; 0);}\nif ($.exists(selector)) { }\n</code></pre>\n<p>Alternatively, <a href=http://learn.jquery.com/using-jquery-core/faq/how-do-i-test-whether-an-element-exists/ rel=noreferrer>from the FAQ</a>:</p>\n<pre><code>if ( $(#myDiv).length ) { /* Do something */ }\n</code></pre>\n<p>You could also use the following. If there are no values in the jQuery object array then getting the first item in the array would return undefined.</p>\n<pre><code>if ( $(#myDiv)[0] ) { /* Do something */ }\n</code></pre>'"
https://stackoverflow.com/questions/6276435/why-am-i-getting-an-exception-javax-net-ssl-sslpeerunverifiedexception-peer-not,java - Why am I getting an exception javax.net.ssl.SSLPeerUnverifiedException: peer not authenticated?,b'<p>The exception message </p>\n<blockquote>\n<p>javax.net.ssl.SSLPeerUnverifiedException: peer not authenticated</p>\n</blockquote>\n<p>doesnt always indicate the root cause of the issue. \nYou may need to enable the SSL handshake debug by adding theJava VM parameter <code>-Djavax.net.debug=ssl:handshake</code>. \nOnce youve added that you will get more helpful error messages.\nIf the remote server uses a certificate that is not trusted you will see the following error message:</p>\n<pre><code>javax.net.ssl.SSLHandshakeException:\nsun.security.validator.ValidatorException: PKIX path building failed:\nsun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target\n</code></pre>\n<p>If that is the case then the answer by @Abhishek will solve the issue.</p>',b'<p>as mentioned above either you import the certificate </p>\n<ol>\n<li>Start command prompt in directory which you have placed certificate (e.g. XYZ.cer) </li>\n<li>Run following command just change the active jre path (and please notice ~ symbol )</li>\n<li><p>keytool -import -alias XYZ -file XYZ.cer -keystore C:/Program~1/Java/jdk1.6.0_23/jre/lib/security/cacerts -storepass changeit</p>\n<pre><code>                           OR\n</code></pre></li>\n</ol>\n<p>use your own trust manager\n<a href=http://tech.chitgoks.com/2011/04/24/how-to-avoid-javax-net-ssl-sslpeerunverifiedexception-peer-not-authenticated-problem-using-apache-httpclient/ rel=nofollow>http://tech.chitgoks.com/2011/04/24/how-to-avoid-javax-net-ssl-sslpeerunverifiedexception-peer-not-authenticated-problem-using-apache-httpclient/</a></p>',b'<p>Any SSL connection issue can result in this error.</p>\n<p>One of my solution is upgrade java from 6 to 8. \nOur problem is the server we meant to communicate is stop supporting TLS 1.0. And java 6 does not support upper version of TLS 1.0. After update Java (even without upgrade dropwizard) it works.</p>'
https://stackoverflow.com/questions/36680402/typeerror-only-length-1-arrays-can-be-converted-to-python-scalars-while-plot-sh/42350817,numpy - TypeError: only length-1 arrays can be converted to Python scalars while plot showing,"b'<p>The error only length-1 arrays can be converted to Python scalars is raised when the function expects a single value but you pass an array instead.</p>\n<p>If you look at the call signature of <code>np.int</code>, youll see that it accepts a single value, not an array. In general, if you want to apply a function that accepts a single element to every element in an array, you can use <a href=https://numpy.org/doc/stable/reference/generated/numpy.vectorize.html rel=noreferrer><code>np.vectorize</code></a>:</p>\n<pre><code>import numpy as np\nimport matplotlib.pyplot as plt\n\ndef f(x):\n    return np.int(x)\nf2 = np.vectorize(f)\nx = np.arange(1, 15.1, 0.1)\nplt.plot(x, f2(x))\nplt.show()\n</code></pre>\n<p>You can skip the definition of f(x) and just pass np.int to the vectorize function: <code>f2 = np.vectorize(np.int)</code>.</p>\n<p>Note that <code>np.vectorize</code> is just a convenience function and basically a for loop. That will be inefficient over large arrays. Whenever you have the possibility, use truly vectorized functions or methods (like <code>astype(int)</code> as <a href=https://stackoverflow.com/a/42350817/2285236>@FFT suggests</a>).</p>'",b'<p>Use: </p>\n<pre><code>x.astype(int)\n</code></pre>\n<p>Here is the <a href=https://docs.scipy.org/doc/numpy/reference/generated/numpy.ndarray.astype.html rel=noreferrer>reference</a>.</p>',b'<p><code>dataframe[column].squeeze()</code> should solve this. It basically changes the dataframe column to a list.</p>'
https://stackoverflow.com/questions/415602/set-value-of-textarea-in-jquery,Set value of textarea in jQuery,b'<p>Have you tried val?</p>\n<pre><code>$(textarea#ExampleMessage).val(result.exampleMessage);\n</code></pre>',"b'<p>Textarea has no value attribute, its value comes between tags, i.e: <code>&lt;textarea&gt;my text&lt;/textarea&gt;</code>, it is not like the input field (<code>&lt;input value=my text /&gt;</code>). Thats why attr doesnt work :)</p>'",b'<p><code>$(textarea#ExampleMessage).val()</code> in jquery just a magic. </p>\n<p>You should notice that <strong>textarea</strong> tag using <strong>inner html</strong> to display and <strong>not in value attribute</strong> just like input tag.</p>\n<pre><code>&lt;textarea&gt;blah blah&lt;/textarea&gt;\n&lt;input type=text value=blah blah/&gt;\n</code></pre>\n<p>You should use</p>\n<pre><code>$(textarea#ExampleMessage).html(result.exampleMessage)\n</code></pre>\n<p>or</p>\n<pre><code>$(textarea#ExampleMessage).text(result.exampleMessage)\n</code></pre>\n<p>depend on if you want to display it as html tags or plain text.</p>'
https://stackoverflow.com/questions/46623571/angular-ng-command-not-found/46623602,node.js - Angular - ng: command not found,"b'<p>Guess You are running on <strong>Windows</strong>\n(To make <a href=https://stackoverflow.com/questions/46623571/angular-ng-command-not-found/46632394#46632394>@joweys answe</a>r more straightforward).</p>\n<ul>\n<li>Install Angular normally from your <strong>bash</strong> <code>$ npm install -g @angular/cli@latest</code>\nNext is to rearrange the PATHS to</li>\n<li>NPM</li>\n<li>Nodejs</li>\n<li>Angular CLI</li>\n</ul>\n<p>in System Environment Variables, the picture below shows the arrangement.</p>\n<p><a href=https://i.stack.imgur.com/9l6FI.png rel=noreferrer><img alt=enter image description here src=https://i.stack.imgur.com/9l6FI.png/></a></p>'","b'<p>I had that same problem and just solved it.</p>\n<p>make sure you have node installed.</p>\n<p>after running </p>\n<pre><code>npm i -g @angular/cli\n</code></pre>\n<p>when installation is finished, try re-opening your git bash or whatever youre using or open it in a new folder. boom. it worked for me</p>'","b'<p>The error may occur if the <code>NodeJs</code> is installed incorrectly or not installed at all.\nThe proper way to fix that is to install/reinstall it the right way (check their <a href=https://nodejs.org/ rel=noreferrer>official website</a> for that), but if youre searching for a quick solution, you can try to install Angular CLI globally:</p>\n<pre><code>npm install -g @angular/cli\n</code></pre>\n<p>If it doesnt work and you are in a hurry, use <code>sudo</code>:</p>\n<pre><code>sudo npm install -g @angular/cli\n</code></pre>\n<p>Dont forget to reopen your terminal window.</p>'"
https://stackoverflow.com/questions/50448272/avoid-current-url-string-parser-is-deprecated-warning-by-setting-usenewurlpars,node.js - Avoid current URL string parser is deprecated warning by setting useNewUrlParser to true,"b'<p>Check your <code>mongo</code> version:</p>\n<pre><code>mongo --version\n</code></pre>\n<p>If you are using version &gt;= 3.1.0, change your <code>mongo</code> connection file to -&gt;</p>\n<pre><code>MongoClient.connect(mongodb://localhost:27017/YourDB, { useNewUrlParser: true })\n</code></pre>\n<p>or your mongoose connection file to -&gt;</p>\n<pre><code>mongoose.connect(mongodb://localhost:27017/YourDB, { useNewUrlParser: true });\n</code></pre>\n<p>Ideally, its a version 4 feature, but v3.1.0 and above are supporting it too. Check out <a href=https://github.com/mongodb/node-mongodb-native/blob/v3.1.0/lib/mongo_client.js#L112 rel=noreferrer>MongoDB GitHub</a>  for details.</p>'","b'<p>As noted the <code>3.1.0-beta4</code> release of the driver got released into the wild a little early by the looks of things. The release is part of work in progress to support newer features in the MongoDB 4.0 upcoming release and make some other API changes.</p>\n<p>One such change triggering the current warning is the <code>useNewUrlParser</code> option, due to some changes around how passing the connection URI actually works. More on that later.</p>\n<p>Until things settle down, it would probably be <a href=https://stackoverflow.com/a/22345808/2313887>advisable to pin</a> at least to the minor version for <code>3.0.x</code> releases:</p>\n<pre><code>  dependencies: {\n    mongodb: ~3.0.8\n  }\n</code></pre>\n<p>That should stop the <code>3.1.x</code> branch being installed on fresh installations to node modules. If you already did install a latest release which is the beta version, then you should clean up your packages ( and <code>package-lock.json</code> ) and make sure you bump that down to a <code>3.0.x</code> series release.</p>\n<p>As for actually using the new connection URI options, the main restriction is to actually include the <code>port</code> on the connection string:</p>\n<pre><code>const { MongoClient } = require(mongodb);\nconst uri = mongodb://localhost:27017;  // mongodb://localhost - will fail\n\n(async function() {\n  try {\n\n    const client = await MongoClient.connect(uri,{ useNewUrlParser: true });\n    // ... anything\n\n    client.close();\n  } catch(e) {\n    console.error(e)\n  }\n\n})()\n</code></pre>\n<p>Thats a more strict rule in the new code. The main point being that the current code is essentially part of the node-native-driver ( npm <a href=https://www.npmjs.com/package/mongodb rel=noreferrer><code>mongodb</code></a> ) repository code, and the new code actually imports from the <a href=https://www.npmjs.com/package/mongodb-core rel=noreferrer><code>mongodb-core</code></a> library which underpins the public node driver.</p>\n<p>The point of the option being added is to ease the transition by adding the option to new code so the newer parser ( actually based around <a href=https://www.npmjs.com/package/url rel=noreferrer><code>url</code></a> ) is being used in code adding the option and clearing the deprecation warning, and therefore verifying that your connection strings passed in actually comply with what the new parser is expecting.</p>\n<p>In future releases the legacy parser would be removed and then the new parser will simply be what is used even without the option. But by that time, it is expected that all existing code had ample opportunity to test their existing connection strings against what the new parser is expecting.</p>\n<p>So if you want to start using new driver features as they are released, then use the available <code>beta</code> and subsequent releases and ideally make sure you are providing a connection string which is valid for the new parser by enabling the <code>useNewUrlParser</code> option in <code>MongoClient.connect()</code>.</p>\n<p>If you dont actually need access to features related to preview of the MongoDB 4.0 release, then pin the version to a <code>3.0.x</code> series as noted earlier. This will work as documented and pinning this ensures that <code>3.1.x</code> releases are not updated over the expected dependency until you actually want to install a stable version.</p>'","b'<p>The below highlighted code to the mongoose connection solved the warning for the mongoose driver:</p>\n<pre><code>mongoose.connect(mongodb://localhost:27017/test, { useNewUrlParser: true });\n</code></pre>'"
https://stackoverflow.com/questions/22452930/terminating-a-java-program,Terminating a Java Program,"b'<p>Calling <code>System.exit(0)</code> (or any other value for that matter) causes the Java virtual machine to exit, terminating the current process.  The parameter you pass will be the return value that the <code>java</code> process will return to the operating system.  You can make this call from anywhere in your program - and the result will always be the same - JVM terminates.  As this is simply calling a static method in <code>System</code> class, the compiler does not know what it will do - and hence does not complain about unreachable code.</p>\n<p><code>return</code> statement simply aborts execution of the current method. It literally means <em>return the control to the calling method</em>. If the method is declared as <code>void</code> (as in your example), then you do not need to specify a value, as youd need to return <code>void</code>.  If the method is declared to return a particular type, then you must specify the value to return - and this value must be of the specified type.</p>\n<p><code>return</code> would cause the program to exit only if its inside the <code>main</code> method of the main class being execute.  If you try to put code after it, the compiler will complain about unreachable code, for example:</p>\n<pre><code>public static void main(String... str) {\n    System.out.println(1);\n    return;\n    System.out.println(2);\n    System.exit(0);\n}\n</code></pre>\n<p>will not compile with most compiler - producing <code>unreachable code</code> error pointing to the second <code>System.out.println</code> call.</p>'",b'<ol>\n<li><strong>System.exit()</strong> is a method that causes JVM to exit.</li>\n<li><strong>return</strong> just returns the control to calling function.</li>\n<li><strong>return 8</strong> will return control and value 8 to calling method.</li>\n</ol>',b'<p>Because <code>System.exit()</code> is just another method to the compiler. It doesnt read ahead and figure out that the whole program will quit at that point (the JVM quits). Your OS or shell can read the integer that is passed back in the <code>System.exit()</code> method. It is standard for <code>0</code> to mean program quit and everything went OK and any other value to notify an error occurred. It is up to the developer to document these return values for any users.</p>\n<p><code>return</code> on the other hand is a reserved key word that the compiler knows well.\n<code>return</code> returns a value and ends the current functions run moving back up the stack to the function that invoked it (if any). In your code above it returns <code>void</code> as you have not supplied anything to return.</p>'
https://stackoverflow.com/questions/11808829/jre-1-7-java-version-returns-java-lang-noclassdeffounderror-java-lang-obje,JRE 1.7 - java version - returns: java/lang/NoClassDefFoundError: java/lang/Object,"b'<p>This problem stems from an improper Java installation.</p>\n<h1>Possibility 1</h1>\n<blockquote>\n<p><strong>NOTE:</strong> This scenario only applies to Java 8 and prior. Beginning with Java 9, the JRE is structured differently. rt.jar and friends no longer exist, and Pack200 is no longer used.</p>\n</blockquote>\n<p>The Java standard library is contained in various JARs, such as <code>rt.jar</code>, <code>deploy.jar</code>, <code>jsse.jar</code>, etc. When the JRE is packaged, these critical JAR files are compressed with <a href=https://en.wikipedia.org/wiki/Pack200 rel=noreferrer>Pack200</a> and stored as <code>rt.pack</code>, <code>deploy.pack</code>, <code>jsse.pack</code>, etc. The Java installer is supposed to uncompress them. If you are experiencing this error, apparently that didnt happen.</p>\n<p>You need to manually run <a href=https://docs.oracle.com/javase/8/docs/technotes/tools/unix/unpack200.html rel=noreferrer><code>unpack200</code></a> on all <code>.pack</code> files in the JREs <code>lib/</code> and <code>lib/ext/</code> folders.</p>\n<h3>Windows</h3>\n<p>To unpack one <code>.pack</code> file (for example <code>rt.pack</code>), run:</p>\n<pre class=lang-none prettyprint-override><code>%JAVA_HOME%\\bin\\unpack200 -r -v rt.pack rt.jar\n</code></pre>\n<p>To recursively unpack all <code>.pack</code> files, from the JRE root run:</p>\n<pre class=lang-none prettyprint-override><code>for /r %f in (*.pack) do %JAVA_HOME%\\bin\\unpack200.exe -r -q %f %~pf%~nf.jar\n</code></pre>\n<h3>*nix</h3>\n<p>To unpack one <code>.pack</code> file (for example <code>rt.pack</code>), run:</p>\n<pre class=lang-none prettyprint-override><code>/usr/bin/unpack200 -r -v rt.pack rt.jar\n</code></pre>\n<p>To recursively unpack all <code>.pack</code> files, from the JRE root run:</p>\n<pre class=lang-none prettyprint-override><code>find -iname *.pack -exec sh -c /usr/bin/unpack200 -r -q {} \\$(echo {} | sed s/\\(.*\\.\\)pack/\\1jar/) \\;\n</code></pre>\n<h1>Possibility 2</h1>\n<p>You misinstalled Java in some other way. Perhaps you installed without admin rights, or tried to simply extract files out of the installer. Try again with the installer and/or more privileges. Or, if you dont want to use the installer, use the <code>.tar.gz</code> Java package instead.</p>'","b'<p>For Java 8 on a *nix OS, go to <code>&lt;jdk root&gt;/jre/lib</code> (for me, <code>/usr/java/jdk1.8.0_05/jre/lib</code>). From this directory, execute:</p>\n<pre><code>../../bin/unpack200 rt.pack rt.jar\n../../bin/unpack200 jsse.pack jsse.rar\n../../bin/unpack200 charsets.pack charsets.jar\n</code></pre>\n<p>To prevent version problems in case you have another JRE installed, use the same <code>unpack200</code> that ships with the JRE you are fixing \xe2\x80\x93 that is, from the command line, use <code>../../bin/unpack200</code> (for me, this expands to <code>/usr/java/jdk1.8.0_05/bin/unpack200</code>), not just <code>unpack200</code>.</p>'",b'<p>It seems that for a 64 bit architecture you have to install both the 32-bit version and the 64-bit version of jre (architecture independent files as rt.jar are distributed only in the 32-bit version).</p>\n<p>Remember then to pay attention to include the correct java executable on the global PATH environment variable.</p>'
https://stackoverflow.com/questions/26502775/simplify-chained-comparison,python - Simplify Chained Comparison,"b'<p>In Python you can <a href=https://docs.python.org/2/reference/expressions.html#comparisons rel=noreferrer>chain comparison operations</a> which just means they are anded together.  In your case, itd be like this:</p>\n<pre><code>if start &lt;= x &lt;= end:\n</code></pre>\n<p>Reference: <a href=https://docs.python.org/3/reference/expressions.html#comparisons rel=noreferrer>https://docs.python.org/3/reference/expressions.html#comparisons</a></p>'","b'<p>It can be rewritten as:</p>\n<pre><code>start &lt;= x &lt;= end:\n</code></pre>\n<p>Or:</p>\n<pre><code>r = range(start, end + 1) # (!) if integers\nif x in r:\n    ....\n</code></pre>'",
