video_url,author_id,author_nickname,author_unique,music,caption
https://v16-webapp.tiktok.com/d0c40cd67e71f15636ca727e01e4d428/61e9e2c6/video/tos/useast5/tos-useast5-ve-0068c004-tx/3be08ad2c8bf4761a7f302c5ee211e7a/?a=1988&br=4016&bt=2008&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzRqdzY6ZmRtOjMzZzczNEApZGc5aWlmOGRpNzppZTg6OWdka2BjcjRfcGdgLS1kMS9zczRgL18yNTNjMjEzLjItYy06Yw%3D%3D&vl=&vr=,6806720363629151237,Cost n’ Mayor,cost_n_mayor,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/ce3f5435d28e4eaaa07bf8df5514da43,. Do you understand?  #WeDontTalkAboutBruno #Encanto #Partnership
https://v16-webapp.tiktok.com/7da74c5762a6b7ec84b589c824a76f68/61e9e2ea/video/tos/useast2a/tos-useast2a-ve-0068c002/7f404c7181f94de7b1c513e5d27730f4/?a=1988&br=2894&bt=1447&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajs4ODRpZXFrNjMzNzczM0ApZzlkOThoZGU3N2VoOWY1ZWdhbGg0YTMxMmZgLS1kMTZzcy5jLzM1YjMxYzU1XjQzNjA6Yw%3D%3D&vl=&vr=,6532063066647953410,Mason,masonjarree,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6982007686397217542.mp3,When she plays games and I get bored @whatdoyoumeme #iconicfloats #partnership
https://v16-webapp.tiktok.com/c47ce5aec208a1794bea3c0b8a5a7922/61e9e2eb/video/tos/useast2a/tos-useast2a-ve-0068c001/8557261a3fa846aa8f4b55bec57f5740/?a=1988&br=1380&bt=690&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajNxaHM4ZndpNTMzNzczM0ApaDs6aTNnaGU0NzZmNDw3PGcyMWlral5lMm9gLS1kMTZzczYxLTQ0MTQxNi8tL2AyXmE6Yw%3D%3D&vl=&vr=,6913728191836603398,Daniel Seong,seonglife,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6969024672549620486.mp3,Reply to @therandomkid101 #fyp #marriage #SeongLife #marriage #KoreanFamily #FamilyFinances #Partnership #BigFamily #ForYouPage #AsianFamily
https://v16-webapp.tiktok.com/e86cf94f9150822b850522ecc7e8843d/61e9e2bb/video/tos/useast2a/tos-useast2a-pve-0068/aca9a1ace404495a882690958081ba9f/?a=1988&br=6368&bt=3184&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anB2ZjVzZHIzdTMzZjczM0ApOTY4ZTUzOmRmNzc0M2Q8NWcwYmJtYi5jcHFfLS0yMTZzcy8zNmM1NmBeMi8yYV8zLzM6Yw%3D%3D&vl=&vr=,316051411031433216,Cassidy Thompson 🦋,cassidy__t,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6843799068573977349.mp3,Flipping into cars!  watch till the end! Use my code cassidy20 for 20% off this matching set! @acta.wear #ACTA #partnership
https://v16-webapp.tiktok.com/c116dc1fe000319a1feb5ea93b43508d/61e9e2c7/video/tos/useast2a/tos-useast2a-ve-0068c003/da592d33955b48e79a3d21beaf01869f/?a=1988&br=7730&bt=3865&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajQzM2U6ZjU3ODMzNzczM0ApNWg7Ojs4ZGQ7N2RnNTk6OmcuZmA1cjQwLzJgLS1kMTZzc2MwL2M0My8tYjBhNjIxM146Yw%3D%3D&vl=&vr=,6691721512229946373,Kody Antle,kodyantle,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/b08ad98b9fe6440490a9e58242ebd626,Lovin every minute @area21  #partnership
https://v16-webapp.tiktok.com/17861b370b1dc89a7e0e8844a7dc7afd/61e9e2e4/video/tos/useast2a/tos-useast2a-ve-0068c002/d7abc03f94bc4da0aa1b8fb16ed153dd/?a=1988&br=2718&bt=1359&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anNmODZqdDU8MzMzODczM0ApNWQ1Zmg2NWQ1N2RpODY0Z2dta28yY2VrZWBgLS0tMTZzc2EvNTUuXi00Yl40YmE1MF46Yw%3D%3D&vl=&vr=,6797220717340869638,thatgaydoctor,thatgaydoctor,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6924452196113222405.mp3,"A lot of times, the patients answer is the same as whats in my head! I love hearing the patients insight #doctor #patient #partnership"
https://v16-webapp.tiktok.com/c28be4ec484062b0e2d7608853520e7e/61e9e2c1/video/tos/useast2a/tos-useast2a-pve-0068/9f4e4e15ee6c4fdd8c6af4e77ae78290/?a=1988&br=3964&bt=1982&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amo3Mzo6ZmprNjMzNzczM0ApM2k8ZWdnZ2RkNzc7OzxoNmcvMWcxcjRnbHNgLS1kMTZzczYuMS9hMy1eMGE1LjQzNDY6Yw%3D%3D&vl=&vr=,6550042174451356672,Rachel Jonlynn,jonlynns,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/c82094e3f5ea4ee98f78ef1e735bf0bb,Getting ready to make a baby #babymaking #ttc #conciousconception #ttcjourney #hairstyle #hairwrap #love #partnership
https://v16-webapp.tiktok.com/aa5b0ceeb19491fabf2f4b9de3fff319/61e9e2c6/video/tos/useast2a/tos-useast2a-ve-0068c004/4b3b1498e9ef4ec6bf870cd9387cc3e8/?a=1988&br=1724&bt=862&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=am1wNnNyZjt5dzMzZjczM0ApZDg6NDs7MzxmNzk6NjdmM2dkMW0zLWc2azJfLS0xMTZzcy02Yl40YDAvL15jLS4vMTQ6Yw%3D%3D&vl=&vr=,6650306788510449669,Daniel Aghachi,aghachi,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/d9394a1198974877beb6ed1d2ac2330a,Genius companies you wish you knew existed. This not an ad. #licensing #partnership #collegeapparel
https://v16-webapp.tiktok.com/c09ded9a2ff21ddb5bb26837baefd097/61e9e2c0/video/tos/useast2a/tos-useast2a-pve-0068/90dd14454ea9485b9dcf6f2c1bf0bde5/?a=1988&br=3368&bt=1684&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MztkZzx0cnA5eTMzODczM0ApPDs0NGZnNTs0Nzw8NTo0NGdsczNecTY1LWFfLS1eMTZzc15fXzI1LTBfLl9eMzA2X2A6Yw%3D%3D&vl=&vr=,6737838197319058438,Nicki Wildflower,nickiwildflower,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/36c45fbf26c943c0ab9627251afd960b,what is your love language let me know #lgbtqia #lovelanguage #partnership #actsofservice
https://v16-webapp.tiktok.com/276000d27b1179479fcafb5bfd7551a6/61e9e2dc/video/tos/alisg/tos-alisg-pve-0037c001/282623bdfd5542778d6a7e9898c3b228/?a=1988&br=2096&bt=1048&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7Th~BqAlXq&l=2022012016311501024524423123734E44&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajp5cDt1eDY2NDMzOjczM0ApNjc2NmhlNGRmNzVpZGhoPGc1LmpeZGIwbmBgLS0yMTRzcy00LTY0MC0wL2EtMTA1Xi06Yw%3D%3D&vl=&vr=,6641849978598719493,Sarahlouise.x,sarah.louisexo,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6902139778385464069.mp3,This took me so long! #fyp #comedy #relationship #partnership
